Setup title,C-V_device2_100k_500k_1M_dark_post_IV
-2.97,3.96603E-10
-2.96,3.97185E-10
-2.95,3.97171E-10
-2.94,3.97639E-10
-2.93,3.97825E-10
-2.92,3.98389E-10
-2.91,3.98381E-10
-2.9,3.98881E-10
-2.89,3.98937E-10
-2.88,3.99445E-10
-2.87,3.99495E-10
-2.86,3.99989E-10
-2.85,4.00101E-10
-2.84,4.006E-10
-2.83,4.0063E-10
-2.82,4.00913E-10
-2.81,4.0109E-10
-2.8,4.01401E-10
-2.79,4.01737E-10
-2.78,4.01957E-10
-2.77,4.02214E-10
-2.76,4.02462E-10
-2.75,4.02603E-10
-2.74,4.02899E-10
-2.73,4.03177E-10
-2.72,4.03334E-10
-2.71,4.0356E-10
-2.7,4.03715E-10
-2.69,4.0404E-10
-2.68,4.04211E-10
-2.67,4.04664E-10
-2.66,4.04472E-10
-2.65,4.05014E-10
-2.64,4.05025E-10
-2.63,4.05391E-10
-2.62,4.05442E-10
-2.61,4.05875E-10
-2.6,4.0581E-10
-2.59,4.06184E-10
-2.58,4.06134E-10
-2.57,4.06659E-10
-2.56,4.06556E-10
-2.55,4.07054E-10
-2.54,4.06868E-10
-2.53,4.0734E-10
-2.52,4.07244E-10
-2.51,4.07661E-10
-2.5,4.0769E-10
-2.49,4.08062E-10
-2.48,4.0807E-10
-2.47,4.08504E-10
-2.46,4.08442E-10
-2.45,4.08733E-10
-2.44,4.08702E-10
-2.43,4.0895E-10
-2.42,4.09085E-10
-2.41,4.09315E-10
-2.4,4.09306E-10
-2.39,4.09571E-10
-2.38,4.09689E-10
-2.37,4.09888E-10
-2.36,4.10192E-10
-2.35,4.10187E-10
-2.34,4.1042E-10
-2.33,4.1037E-10
-2.32,4.10746E-10
-2.31,4.10744E-10
-2.3,4.10978E-10
-2.29,4.10923E-10
-2.28,4.11366E-10
-2.27,4.11212E-10
-2.26,4.11541E-10
-2.25,4.11435E-10
-2.24,4.11737E-10
-2.23,4.11723E-10
-2.22,4.12067E-10
-2.21,4.12016E-10
-2.2,4.12307E-10
-2.19,4.12176E-10
-2.18,4.12655E-10
-2.17,4.12407E-10
-2.16,4.12845E-10
-2.15,4.12725E-10
-2.14,4.13163E-10
-2.13,4.12945E-10
-2.12,4.13426E-10
-2.11,4.13244E-10
-2.1,4.13468E-10
-2.09,4.13454E-10
-2.08,4.13735E-10
-2.07,4.1368E-10
-2.06,4.13951E-10
-2.05,4.13928E-10
-2.04,4.14242E-10
-2.03,4.14146E-10
-2.02,4.1438E-10
-2.01,4.14346E-10
-2,4.14577E-10
-1.99,4.14541E-10
-1.98,4.14627E-10
-1.97,4.14862E-10
-1.96,4.14966E-10
-1.95,4.15175E-10
-1.94,4.15077E-10
-1.93,4.15308E-10
-1.92,4.15237E-10
-1.91,4.15517E-10
-1.9,4.15424E-10
-1.89,4.15792E-10
-1.88,4.15672E-10
-1.87,4.15867E-10
-1.86,4.15795E-10
-1.85,4.162E-10
-1.84,4.16042E-10
-1.83,4.16331E-10
-1.82,4.16154E-10
-1.81,4.16426E-10
-1.8,4.16396E-10
-1.79,4.16716E-10
-1.78,4.16488E-10
-1.77,4.1682E-10
-1.76,4.16713E-10
-1.75,4.17062E-10
-1.74,4.16825E-10
-1.73,4.17256E-10
-1.72,4.17099E-10
-1.71,4.17363E-10
-1.7,4.17241E-10
-1.69,4.17458E-10
-1.68,4.17381E-10
-1.67,4.17688E-10
-1.66,4.17627E-10
-1.65,4.17869E-10
-1.64,4.17738E-10
-1.63,4.17929E-10
-1.62,4.17943E-10
-1.61,4.18012E-10
-1.6,4.18051E-10
-1.59,4.1819E-10
-1.58,4.18178E-10
-1.57,4.18218E-10
-1.56,4.184E-10
-1.55,4.18469E-10
-1.54,4.1864E-10
-1.53,4.18546E-10
-1.52,4.18756E-10
-1.51,4.18715E-10
-1.5,4.18903E-10
-1.49,4.18869E-10
-1.48,4.19016E-10
-1.47,4.18893E-10
-1.46,4.19208E-10
-1.45,4.1898E-10
-1.44,4.19364E-10
-1.43,4.19174E-10
-1.42,4.19467E-10
-1.41,4.19369E-10
-1.4,4.1971E-10
-1.39,4.19473E-10
-1.38,4.19772E-10
-1.37,4.1957E-10
-1.36,4.19848E-10
-1.35,4.1959E-10
-1.34,4.19964E-10
-1.33,4.19929E-10
-1.32,4.20212E-10
-1.31,4.19939E-10
-1.3,4.20097E-10
-1.29,4.19972E-10
-1.28,4.20245E-10
-1.27,4.20165E-10
-1.26,4.20453E-10
-1.25,4.20416E-10
-1.24,4.20477E-10
-1.23,4.20472E-10
-1.22,4.20673E-10
-1.21,4.20581E-10
-1.2,4.20675E-10
-1.19,4.20667E-10
-1.18,4.20824E-10
-1.17,4.20869E-10
-1.16,4.20883E-10
-1.15,4.20888E-10
-1.14,4.20837E-10
-1.13,4.2111E-10
-1.12,4.21038E-10
-1.11,4.21145E-10
-1.1,4.21152E-10
-1.09,4.21346E-10
-1.08,4.21219E-10
-1.07,4.21515E-10
-1.06,4.21252E-10
-1.05,4.21501E-10
-1.04,4.21364E-10
-1.03,4.21621E-10
-1.02,4.2145E-10
-1.01,4.21802E-10
-1,4.21577E-10
-0.99,4.21863E-10
-0.98,4.21703E-10
-0.97,4.21999E-10
-0.96,4.21841E-10
-0.95,4.22234E-10
-0.94,4.21866E-10
-0.93,4.22255E-10
-0.92,4.21992E-10
-0.91,4.22228E-10
-0.9,4.22036E-10
-0.89,4.22305E-10
-0.88,4.2227E-10
-0.87,4.22573E-10
-0.86,4.22326E-10
-0.85,4.22496E-10
-0.84,4.22362E-10
-0.83,4.22534E-10
-0.82,4.22523E-10
-0.81,4.22667E-10
-0.8,4.22718E-10
-0.79,4.22707E-10
-0.78,4.22701E-10
-0.77,4.22752E-10
-0.76,4.22656E-10
-0.75,4.22796E-10
-0.74,4.23055E-10
-0.73,4.22806E-10
-0.72,4.23016E-10
-0.71,4.22988E-10
-0.7,4.23157E-10
-0.69,4.22993E-10
-0.68,4.23176E-10
-0.67,4.23031E-10
-0.66,4.23288E-10
-0.65,4.23119E-10
-0.64,4.23424E-10
-0.63,4.23187E-10
-0.62,4.23545E-10
-0.61,4.23322E-10
-0.6,4.23675E-10
-0.59,4.23305E-10
-0.58,4.23606E-10
-0.57,4.23418E-10
-0.56,4.23829E-10
-0.55,4.23575E-10
-0.54,4.23832E-10
-0.53,4.23472E-10
-0.52,4.23728E-10
-0.51,4.23686E-10
-0.5,4.24064E-10
-0.49,4.23744E-10
-0.48,4.23952E-10
-0.47,4.23779E-10
-0.46,4.24063E-10
-0.45,4.23963E-10
-0.44,4.2415E-10
-0.43,4.23994E-10
-0.42,4.24068E-10
-0.41,4.24017E-10
-0.4,4.24093E-10
-0.39,4.24227E-10
-0.38,4.24248E-10
-0.37,4.24193E-10
-0.36,4.24336E-10
-0.35,4.24343E-10
-0.34,4.24218E-10
-0.33,4.24473E-10
-0.32,4.2429E-10
-0.31,4.24437E-10
-0.3,4.24374E-10
-0.29,4.24651E-10
-0.28,4.24442E-10
-0.27,4.24602E-10
-0.26,4.2452E-10
-0.25,4.24855E-10
-0.24,4.2449E-10
-0.23,4.24732E-10
-0.22,4.24512E-10
-0.21,4.24948E-10
-0.2,4.24495E-10
-0.19,4.25004E-10
-0.18,4.24557E-10
-0.17,4.24912E-10
-0.16,4.24787E-10
-0.15,4.25159E-10
-0.14,4.24799E-10
-0.13,4.25129E-10
-0.12,4.24867E-10
-0.11,4.2521E-10
-0.1,4.24902E-10
-0.09,4.25092E-10
-0.08,4.25132E-10
-0.07,4.25312E-10
-0.06,4.25108E-10
-0.05,4.25244E-10
-0.04,4.25263E-10
-0.03,4.25438E-10
-0.02,4.25305E-10
-0.01,4.25207E-10
0,4.25257E-10
0.01,4.25358E-10
0.02,4.25312E-10
0.03,4.25475E-10
0.04,4.25411E-10
0.05,4.25376E-10
0.06,4.25495E-10
0.07,4.25483E-10
0.08,4.2559E-10
0.09,4.25463E-10
0.1,4.25617E-10
0.11,4.25463E-10
0.12,4.25621E-10
0.13,4.25516E-10
0.14,4.25612E-10
0.15,4.25541E-10
0.16,4.25843E-10
0.17,4.25603E-10
0.18,4.25798E-10
0.19,4.25594E-10
0.2,4.25752E-10
0.21,4.25694E-10
0.22,4.25936E-10
0.23,4.25713E-10
0.24,4.26057E-10
0.25,4.25776E-10
0.26,4.26147E-10
0.27,4.25764E-10
0.28,4.26155E-10
0.29,4.25769E-10
0.3,4.26182E-10
0.31,4.25746E-10
0.32,4.26203E-10
0.33,4.25798E-10
0.34,4.26276E-10
0.35,4.26033E-10
0.36,4.26342E-10
0.37,4.25973E-10
0.38,4.26211E-10
0.39,4.26135E-10
0.4,4.26362E-10
0.41,4.2621E-10
0.42,4.2635E-10
0.43,4.26121E-10
0.44,4.26354E-10
0.45,4.2622E-10
0.46,4.26327E-10
0.47,4.26322E-10
0.48,4.26309E-10
0.49,4.26459E-10
0.5,4.26363E-10
0.51,4.26532E-10
0.52,4.26508E-10
0.53,4.26528E-10
0.54,4.26408E-10
0.55,4.26615E-10
0.56,4.26467E-10
0.57,4.2664E-10
0.58,4.26467E-10
0.59,4.26765E-10
0.6,4.26475E-10
0.61,4.26703E-10
0.62,4.26454E-10
0.63,4.26838E-10
0.64,4.26618E-10
0.65,4.26919E-10
0.66,4.26632E-10
0.67,4.26927E-10
0.68,4.26688E-10
0.69,4.26896E-10
0.7,4.26709E-10
0.71,4.26893E-10
0.72,4.26729E-10
0.73,4.27037E-10
0.74,4.26648E-10
0.75,4.27029E-10
0.76,4.26745E-10
0.77,4.27052E-10
0.78,4.26775E-10
0.79,4.27032E-10
0.8,4.26953E-10
0.81,4.27145E-10
0.82,4.26952E-10
0.83,4.27057E-10
0.84,4.2699E-10
0.85,4.27073E-10
0.86,4.27033E-10
0.87,4.27186E-10
0.88,4.2708E-10
0.89,4.27102E-10
0.9,4.27151E-10
0.91,4.27176E-10
0.92,4.27169E-10
0.93,4.2704E-10
0.94,4.27339E-10
0.95,4.27176E-10
0.96,4.27221E-10
0.97,4.27193E-10
0.98,4.27382E-10
0.99,4.27124E-10
1,4.27363E-10
1.01,4.27175E-10
1.02,4.27523E-10
1.03,4.27188E-10
1.04,4.27596E-10
1.05,4.27206E-10
1.06,4.27469E-10
1.07,4.27147E-10
1.08,4.27566E-10
1.09,4.27251E-10
1.1,4.27594E-10
1.11,4.27401E-10
1.12,4.27674E-10
1.13,4.27394E-10
1.14,4.276E-10
1.15,4.27351E-10
1.16,4.27674E-10
1.17,4.27429E-10
1.18,4.27766E-10
1.19,4.27462E-10
1.2,4.27716E-10
1.21,4.27458E-10
1.22,4.27759E-10
1.23,4.27663E-10
1.24,4.27782E-10
1.25,4.27693E-10
1.26,4.27783E-10
1.27,4.27694E-10
1.28,4.2777E-10
1.29,4.27803E-10
1.3,4.27658E-10
1.31,4.27805E-10
1.32,4.27818E-10
1.33,4.27963E-10
1.34,4.27698E-10
1.35,4.27847E-10
1.36,4.27827E-10
1.37,4.27967E-10
1.38,4.27699E-10
1.39,4.2801E-10
1.4,4.27715E-10
1.41,4.28159E-10
1.42,4.27703E-10
1.43,4.2807E-10
1.44,4.27779E-10
1.45,4.28025E-10
1.46,4.27733E-10
1.47,4.28236E-10
1.48,4.27806E-10
1.49,4.28161E-10
1.5,4.27873E-10
1.51,4.2822E-10
1.52,4.27898E-10
1.53,4.28276E-10
1.54,4.2798E-10
1.55,4.28221E-10
1.56,4.27988E-10
1.57,4.28273E-10
1.58,4.28107E-10
1.59,4.28227E-10
1.6,4.28153E-10
1.61,4.28238E-10
1.62,4.28092E-10
1.63,4.28181E-10
1.64,4.28128E-10
1.65,4.2833E-10
1.66,4.28277E-10
1.67,4.28346E-10
1.68,4.28212E-10
1.69,4.28289E-10
1.7,4.28387E-10
1.71,4.28281E-10
1.72,4.28332E-10
1.73,4.28349E-10
1.74,4.28289E-10
1.75,4.28282E-10
1.76,4.28471E-10
1.77,4.28329E-10
1.78,4.28592E-10
1.79,4.28317E-10
1.8,4.28559E-10
1.81,4.28308E-10
1.82,4.28459E-10
1.83,4.28366E-10
1.84,4.2861E-10
1.85,4.28395E-10
1.86,4.28644E-10
1.87,4.28344E-10
1.88,4.28666E-10
1.89,4.28344E-10
1.9,4.28678E-10
1.91,4.28481E-10
1.92,4.2875E-10
1.93,4.28391E-10
1.94,4.28773E-10
1.95,4.28416E-10
1.96,4.28729E-10
1.97,4.2848E-10
1.98,4.28749E-10
1.99,4.28512E-10
2,4.28887E-10
2.01,4.28614E-10
2.02,4.28746E-10
2.03,4.28501E-10
2.04,4.2879E-10
2.05,4.28618E-10
2.06,4.28679E-10
2.07,4.28681E-10
2.08,4.28667E-10
2.09,4.28761E-10
2.1,4.28713E-10
2.11,4.28731E-10
2.12,4.28781E-10
2.13,4.28822E-10
2.14,4.2868E-10
2.15,4.28851E-10
2.16,4.2868E-10
2.17,4.2887E-10
2.18,4.2875E-10
2.19,4.28965E-10
2.2,4.28656E-10
2.21,4.28905E-10
2.22,4.28779E-10
2.23,4.28837E-10
2.24,4.28699E-10
2.25,4.2902E-10
2.26,4.2876E-10
2.27,4.29222E-10
2.28,4.28854E-10
2.29,4.29164E-10
2.3,4.28742E-10
2.31,4.29198E-10
2.32,4.2885E-10
2.33,4.29088E-10
2.34,4.28853E-10
2.35,4.29151E-10
2.36,4.28804E-10
2.37,4.29231E-10
2.38,4.28972E-10
2.39,4.29183E-10
2.4,4.28959E-10
2.41,4.29086E-10
2.42,4.29071E-10
2.43,4.29088E-10
2.44,4.29109E-10
2.45,4.29223E-10
2.46,4.29079E-10
2.47,4.29237E-10
2.48,4.29055E-10
2.49,4.2913E-10
2.5,4.29236E-10
2.5,4.28982E-10
2.49,4.29362E-10
2.48,4.2906E-10
2.47,4.29288E-10
2.46,4.28987E-10
2.45,4.29361E-10
2.44,4.29121E-10
2.43,4.29194E-10
2.42,4.29046E-10
2.41,4.29302E-10
2.4,4.29105E-10
2.39,4.29456E-10
2.38,4.29128E-10
2.37,4.29334E-10
2.36,4.29025E-10
2.35,4.29455E-10
2.34,4.29132E-10
2.33,4.29355E-10
2.32,4.29256E-10
2.31,4.29416E-10
2.3,4.29213E-10
2.29,4.29392E-10
2.28,4.29256E-10
2.27,4.29401E-10
2.26,4.29271E-10
2.25,4.29384E-10
2.24,4.29264E-10
2.23,4.29324E-10
2.22,4.29364E-10
2.21,4.29359E-10
2.2,4.29357E-10
2.19,4.2944E-10
2.18,4.29349E-10
2.17,4.29365E-10
2.16,4.29358E-10
2.15,4.29316E-10
2.14,4.29439E-10
2.13,4.293E-10
2.12,4.295E-10
2.11,4.29306E-10
2.1,4.29586E-10
2.09,4.29322E-10
2.08,4.29624E-10
2.07,4.29307E-10
2.06,4.29616E-10
2.05,4.29441E-10
2.04,4.29699E-10
2.03,4.2937E-10
2.02,4.29747E-10
2.01,4.29344E-10
2,4.29659E-10
1.99,4.29328E-10
1.98,4.29648E-10
1.97,4.29392E-10
1.96,4.29762E-10
1.95,4.29402E-10
1.94,4.29589E-10
1.93,4.29281E-10
1.92,4.29632E-10
1.91,4.29492E-10
1.9,4.29594E-10
1.89,4.29583E-10
1.88,4.29602E-10
1.87,4.29522E-10
1.86,4.29634E-10
1.85,4.29524E-10
1.84,4.29642E-10
1.83,4.29637E-10
1.82,4.2953E-10
1.81,4.29657E-10
1.8,4.29497E-10
1.79,4.29636E-10
1.78,4.2955E-10
1.77,4.29563E-10
1.76,4.29474E-10
1.75,4.29585E-10
1.74,4.29528E-10
1.73,4.29685E-10
1.72,4.29568E-10
1.71,4.29712E-10
1.7,4.29583E-10
1.69,4.29713E-10
1.68,4.2946E-10
1.67,4.29775E-10
1.66,4.29535E-10
1.65,4.29841E-10
1.64,4.29527E-10
1.63,4.29954E-10
1.62,4.29605E-10
1.61,4.2986E-10
1.6,4.29556E-10
1.59,4.29835E-10
1.58,4.29606E-10
1.57,4.29859E-10
1.56,4.2957E-10
1.55,4.29924E-10
1.54,4.29623E-10
1.53,4.29865E-10
1.52,4.29708E-10
1.51,4.29927E-10
1.5,4.29693E-10
1.49,4.2971E-10
1.48,4.29682E-10
1.47,4.29905E-10
1.46,4.29676E-10
1.45,4.29825E-10
1.44,4.29747E-10
1.43,4.29814E-10
1.42,4.2982E-10
1.41,4.29692E-10
1.4,4.29785E-10
1.39,4.29845E-10
1.38,4.29819E-10
1.37,4.29788E-10
1.36,4.29818E-10
1.35,4.29746E-10
1.34,4.29841E-10
1.33,4.29697E-10
1.32,4.29915E-10
1.31,4.29684E-10
1.3,4.30083E-10
1.29,4.29898E-10
1.28,4.30004E-10
1.27,4.2972E-10
1.26,4.29942E-10
1.25,4.29721E-10
1.24,4.30009E-10
1.23,4.29766E-10
1.22,4.30004E-10
1.21,4.2967E-10
1.2,4.29926E-10
1.19,4.29722E-10
1.18,4.29901E-10
1.17,4.29756E-10
1.16,4.30021E-10
1.15,4.29726E-10
1.14,4.30103E-10
1.13,4.29747E-10
1.12,4.30017E-10
1.11,4.29796E-10
1.1,4.29968E-10
1.09,4.29847E-10
1.08,4.30077E-10
1.07,4.2981E-10
1.06,4.30016E-10
1.05,4.29857E-10
1.04,4.30036E-10
1.03,4.29922E-10
1.02,4.29884E-10
1.01,4.30047E-10
1,4.29969E-10
0.99,4.29943E-10
0.98,4.29901E-10
0.97,4.30032E-10
0.96,4.29883E-10
0.95,4.29976E-10
0.94,4.29741E-10
0.93,4.30037E-10
0.92,4.29949E-10
0.91,4.30146E-10
0.9,4.29813E-10
0.89,4.30117E-10
0.88,4.29873E-10
0.87,4.30195E-10
0.86,4.29876E-10
0.85,4.30115E-10
0.84,4.29818E-10
0.83,4.30185E-10
0.82,4.29865E-10
0.81,4.30262E-10
0.8,4.29942E-10
0.79,4.30228E-10
0.78,4.2995E-10
0.77,4.30206E-10
0.76,4.29898E-10
0.75,4.30167E-10
0.74,4.29947E-10
0.73,4.30151E-10
0.72,4.29997E-10
0.71,4.3002E-10
0.7,4.29978E-10
0.69,4.30096E-10
0.68,4.29969E-10
0.67,4.30214E-10
0.66,4.30037E-10
0.65,4.30107E-10
0.64,4.29991E-10
0.63,4.30104E-10
0.62,4.30068E-10
0.61,4.30065E-10
0.6,4.30176E-10
0.59,4.29961E-10
0.58,4.30152E-10
0.57,4.30111E-10
0.56,4.30182E-10
0.55,4.30095E-10
0.54,4.30192E-10
0.53,4.29948E-10
0.52,4.3026E-10
0.51,4.29943E-10
0.5,4.303E-10
0.49,4.2995E-10
0.48,4.303E-10
0.47,4.29943E-10
0.46,4.30238E-10
0.45,4.29837E-10
0.44,4.30293E-10
0.43,4.30039E-10
0.42,4.30264E-10
0.41,4.30002E-10
0.4,4.30302E-10
0.39,4.2998E-10
0.38,4.3034E-10
0.37,4.301E-10
0.36,4.30301E-10
0.35,4.30012E-10
0.34,4.30151E-10
0.33,4.30026E-10
0.32,4.30339E-10
0.31,4.3E-10
0.3,4.30322E-10
0.29,4.30233E-10
0.28,4.30355E-10
0.27,4.30237E-10
0.26,4.30203E-10
0.25,4.30144E-10
0.24,4.30183E-10
0.23,4.30171E-10
0.22,4.30212E-10
0.21,4.30133E-10
0.2,4.30239E-10
0.19,4.30214E-10
0.18,4.30159E-10
0.17,4.30356E-10
0.16,4.30225E-10
0.15,4.30345E-10
0.14,4.3005E-10
0.13,4.30276E-10
0.12,4.3024E-10
0.11,4.30296E-10
0.1,4.30131E-10
0.09,4.30349E-10
0.08,4.30061E-10
0.07,4.30432E-10
0.06,4.30075E-10
0.05,4.30396E-10
0.04,4.30085E-10
0.03,4.30401E-10
0.02,4.30118E-10
0.01,4.30345E-10
0,4.30114E-10
-0.01,4.3046E-10
-0.02,4.30162E-10
-0.03,4.30333E-10
-0.04,4.30216E-10
-0.05,4.30496E-10
-0.06,4.3022E-10
-0.07,4.30326E-10
-0.08,4.30235E-10
-0.09,4.30319E-10
-0.1,4.30173E-10
-0.11,4.30453E-10
-0.12,4.30166E-10
-0.13,4.30411E-10
-0.14,4.30253E-10
-0.15,4.30278E-10
-0.16,4.30389E-10
-0.17,4.30319E-10
-0.18,4.30332E-10
-0.19,4.30262E-10
-0.2,4.30322E-10
-0.21,4.30339E-10
-0.22,4.3031E-10
-0.23,4.30271E-10
-0.24,4.30366E-10
-0.25,4.30195E-10
-0.26,4.30498E-10
-0.27,4.30134E-10
-0.28,4.30386E-10
-0.29,4.30189E-10
-0.3,4.30409E-10
-0.31,4.30143E-10
-0.32,4.30317E-10
-0.33,4.30104E-10
-0.34,4.30583E-10
-0.35,4.3016E-10
-0.36,4.30394E-10
-0.37,4.30142E-10
-0.38,4.30481E-10
-0.39,4.30196E-10
-0.4,4.30508E-10
-0.41,4.30198E-10
-0.42,4.30477E-10
-0.43,4.30299E-10
-0.44,4.3047E-10
-0.45,4.30138E-10
-0.46,4.30336E-10
-0.47,4.30248E-10
-0.48,4.30483E-10
-0.49,4.30322E-10
-0.5,4.30443E-10
-0.51,4.30305E-10
-0.52,4.30499E-10
-0.53,4.303E-10
-0.54,4.30308E-10
-0.55,4.30349E-10
-0.56,4.30362E-10
-0.57,4.30337E-10
-0.58,4.3034E-10
-0.59,4.30445E-10
-0.6,4.30431E-10
-0.61,4.30423E-10
-0.62,4.30258E-10
-0.63,4.30412E-10
-0.64,4.30237E-10
-0.65,4.3047E-10
-0.66,4.30365E-10
-0.67,4.30437E-10
-0.68,4.30324E-10
-0.69,4.30513E-10
-0.7,4.30283E-10
-0.71,4.30439E-10
-0.72,4.30227E-10
-0.73,4.30588E-10
-0.74,4.30358E-10
-0.75,4.30492E-10
-0.76,4.30329E-10
-0.77,4.30522E-10
-0.78,4.30216E-10
-0.79,4.30581E-10
-0.8,4.30225E-10
-0.81,4.30585E-10
-0.82,4.30245E-10
-0.83,4.3056E-10
-0.84,4.30301E-10
-0.85,4.30545E-10
-0.86,4.30245E-10
-0.87,4.30488E-10
-0.88,4.30213E-10
-0.89,4.30632E-10
-0.9,4.30249E-10
-0.91,4.30525E-10
-0.92,4.30406E-10
-0.93,4.30498E-10
-0.94,4.30288E-10
-0.95,4.30555E-10
-0.96,4.30378E-10
-0.97,4.30542E-10
-0.98,4.30422E-10
-0.99,4.30407E-10
-1,4.30411E-10
-1.01,4.30418E-10
-1.02,4.30449E-10
-1.03,4.30538E-10
-1.04,4.30553E-10
-1.05,4.30312E-10
-1.06,4.30614E-10
-1.07,4.30327E-10
-1.08,4.30494E-10
-1.09,4.30328E-10
-1.1,4.30534E-10
-1.11,4.30337E-10
-1.12,4.30536E-10
-1.13,4.30263E-10
-1.14,4.30595E-10
-1.15,4.30398E-10
-1.16,4.30605E-10
-1.17,4.30229E-10
-1.18,4.30643E-10
-1.19,4.3032E-10
-1.2,4.30622E-10
-1.21,4.30295E-10
-1.22,4.30691E-10
-1.23,4.30234E-10
-1.24,4.30595E-10
-1.25,4.30279E-10
-1.26,4.30642E-10
-1.27,4.30419E-10
-1.28,4.30693E-10
-1.29,4.30327E-10
-1.3,4.30625E-10
-1.31,4.30244E-10
-1.32,4.30658E-10
-1.33,4.30334E-10
-1.34,4.30537E-10
-1.35,4.30316E-10
-1.36,4.30521E-10
-1.37,4.30352E-10
-1.38,4.30523E-10
-1.39,4.30386E-10
-1.4,4.30577E-10
-1.41,4.30447E-10
-1.42,4.30396E-10
-1.43,4.30532E-10
-1.44,4.30561E-10
-1.45,4.3052E-10
-1.46,4.30522E-10
-1.47,4.30568E-10
-1.48,4.30314E-10
-1.49,4.30534E-10
-1.5,4.30384E-10
-1.51,4.30484E-10
-1.52,4.30233E-10
-1.53,4.30484E-10
-1.54,4.30255E-10
-1.55,4.30418E-10
-1.56,4.30207E-10
-1.57,4.30309E-10
-1.58,4.3014E-10
-1.59,4.30282E-10
-1.6,4.29996E-10
-1.61,4.30408E-10
-1.62,4.30021E-10
-1.63,4.3015E-10
-1.64,4.29833E-10
-1.65,4.29924E-10
-1.66,4.29693E-10
-1.67,4.29897E-10
-1.68,4.29446E-10
-1.69,4.2971E-10
-1.7,4.29376E-10
-1.71,4.29601E-10
-1.72,4.29105E-10
-1.73,4.29363E-10
-1.74,4.28936E-10
-1.75,4.29093E-10
-1.76,4.28662E-10
-1.77,4.28829E-10
-1.78,4.2852E-10
-1.79,4.28534E-10
-1.8,4.28294E-10
-1.81,4.28279E-10
-1.82,4.28022E-10
-1.83,4.28046E-10
-1.84,4.27805E-10
-1.85,4.27605E-10
-1.86,4.27473E-10
-1.87,4.27455E-10
-1.88,4.27261E-10
-1.89,4.27178E-10
-1.9,4.2705E-10
-1.91,4.26758E-10
-1.92,4.26708E-10
-1.93,4.26431E-10
-1.94,4.2636E-10
-1.95,4.26027E-10
-1.96,4.25993E-10
-1.97,4.2563E-10
-1.98,4.25649E-10
-1.99,4.25289E-10
-2,4.25396E-10
-2.01,4.24948E-10
-2.02,4.24906E-10
-2.03,4.24461E-10
-2.04,4.24656E-10
-2.05,4.24132E-10
-2.06,4.2427E-10
-2.07,4.23704E-10
-2.08,4.23788E-10
-2.09,4.23397E-10
-2.1,4.23491E-10
-2.11,4.22807E-10
-2.12,4.22912E-10
-2.13,4.22419E-10
-2.14,4.22485E-10
-2.15,4.21988E-10
-2.16,4.21979E-10
-2.17,4.21517E-10
-2.18,4.21426E-10
-2.19,4.20911E-10
-2.2,4.20867E-10
-2.21,4.20633E-10
-2.22,4.20353E-10
-2.23,4.19923E-10
-2.24,4.19732E-10
-2.25,4.19523E-10
-2.26,4.19271E-10
-2.27,4.18964E-10
-2.28,4.18585E-10
-2.29,4.18419E-10
-2.3,4.1797E-10
-2.31,4.17701E-10
-2.32,4.17405E-10
-2.33,4.17228E-10
-2.34,4.16757E-10
-2.35,4.16691E-10
-2.36,4.16125E-10
-2.37,4.15957E-10
-2.38,4.15283E-10
-2.39,4.15101E-10
-2.4,4.14597E-10
-2.41,4.146E-10
-2.42,4.13833E-10
-2.43,4.13804E-10
-2.44,4.13143E-10
-2.45,4.12882E-10
-2.46,4.12508E-10
-2.47,4.1229E-10
-2.48,4.11598E-10
-2.49,4.11567E-10
-2.5,4.1088E-10
-2.51,4.10689E-10
-2.52,4.10203E-10
-2.53,4.09961E-10
-2.54,4.09349E-10
-2.55,4.09058E-10
-2.56,4.08503E-10
-2.57,4.08266E-10
-2.58,4.07639E-10
-2.59,4.07379E-10
-2.6,4.06768E-10
-2.61,4.06461E-10
-2.62,4.05836E-10
-2.63,4.05424E-10
-2.64,4.04898E-10
-2.65,4.04613E-10
-2.66,4.04006E-10
-2.67,4.0359E-10
-2.68,4.03181E-10
-2.69,4.02678E-10
-2.7,4.02196E-10
-2.71,4.01799E-10
-2.72,4.0141E-10
-2.73,4.00829E-10
-2.74,4.00253E-10
-2.75,3.99862E-10
-2.76,3.99411E-10
-2.77,3.98922E-10
-2.78,3.98652E-10
-2.79,3.9793E-10
-2.8,3.9768E-10
-2.81,3.97001E-10
-2.82,3.96709E-10
-2.83,3.96038E-10
-2.84,3.95759E-10
-2.85,3.95077E-10
-2.86,3.94915E-10
-2.87,3.94145E-10
-2.88,3.93968E-10
-2.89,3.93169E-10
-2.9,3.92957E-10
-2.91,3.92183E-10
-2.92,3.92013E-10
-2.93,3.91447E-10
-2.94,3.90957E-10
-2.95,3.90248E-10
-2.96,3.90263E-10
-2.97,3.89483E-10
-2.98,3.89169E-10
-2.99,3.88741E-10
-3,3.88369E-10
-3.01,3.87928E-10
-3.02,3.8746E-10
-3.03,3.86958E-10
-3.04,3.86554E-10
-3.05,3.86181E-10
-3.06,3.85727E-10
-3.07,3.85354E-10
-3.08,3.8492E-10
-3.09,3.84554E-10
-3.1,3.84033E-10
-3.11,3.83709E-10
-3.12,3.83244E-10
-3.13,3.83038E-10
-3.14,3.82652E-10
-3.15,3.82285E-10
-3.16,3.8171E-10
